title,pubDate,link,description,imageLink,imageDescription
India downgrades Kashmir's status,"Thu, 31 Oct 2019 10:36:55 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/gTs78zGvmko/index.html,"India has officially split the former state of Jammu and Kashmir into two union territories, a move that gives the government in New Delhi greater control over the disputed Muslim-majority region.",http://feeds.feedburner.com/~r/rss/edition_world/~4/gTs78zGvmko,
Hong Kong has fallen into a recession,"Thu, 31 Oct 2019 14:55:14 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/XMoYOrld4W8/index.html,"Months of protests in Hong Kong that forced shops to close, paralyzed public transportation and scared off tourists have left the city's economy in worse shape than feared.",http://feeds.feedburner.com/~r/rss/edition_world/~4/XMoYOrld4W8,
Brexit wrecked Britain and it hasn't even happened yet,"Thu, 31 Oct 2019 08:55:04 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/A1K0YMi1yiA/index.html,The people of the UK voted to leave the European Union over three years and four months ago -- and the country has been bickering about exactly how to do it ever since.,http://feeds.feedburner.com/~r/rss/edition_world/~4/A1K0YMi1yiA,
Why US supermarkets are building 'dark stores',"Thu, 31 Oct 2019 13:36:43 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/5pYFr94C0IE/index.html,America's top supermarkets are facing a new challenge: Grocery aisles in stores aren't suited to meet the growing demand for online orders.,http://feeds.feedburner.com/~r/rss/edition_world/~4/5pYFr94C0IE,
4 things to know about the new AirPods Pro ,"Thu, 31 Oct 2019 14:22:46 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/yqRKXqVHxwg/index.html,Apple's newest AirPods went on sale in stores on Wednesday.,http://feeds.feedburner.com/~r/rss/edition_world/~4/yqRKXqVHxwg,
Now's the time to refi. Rates as low as 3.04% APR (15yr)!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/BNRQlairJok/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/BNRQlairJok,
Fed just dropped mortgage rates. Act now!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/DTEw97eGVO4/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/DTEw97eGVO4,
Refi rates at 3.04% APR (15 yr). Do you qualify?,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/QMqkOqfRKp0/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/QMqkOqfRKp0,
7 cards charging 0% interest until 2021,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/wNixGNK25QQ/pay-0-interest-until-2021,,http://feeds.feedburner.com/~r/rss/edition_world/~4/wNixGNK25QQ,
70 dead after cooking canister explodes on train,"Thu, 31 Oct 2019 14:47:29 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/1mz5Mmz3uXw/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/1mz5Mmz3uXw,
India downgrades Kashmir's status,"Thu, 31 Oct 2019 10:36:55 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/gTs78zGvmko/index.html,"India has officially split the former state of Jammu and Kashmir into two union territories, a move that gives the government in New Delhi greater control over the disputed Muslim-majority region.",http://feeds.feedburner.com/~r/rss/edition_world/~4/gTs78zGvmko,
Hong Kong has fallen into a recession,"Thu, 31 Oct 2019 14:55:14 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/XMoYOrld4W8/index.html,"Months of protests in Hong Kong that forced shops to close, paralyzed public transportation and scared off tourists have left the city's economy in worse shape than feared.",http://feeds.feedburner.com/~r/rss/edition_world/~4/XMoYOrld4W8,
Brexit wrecked Britain and it hasn't even happened yet,"Thu, 31 Oct 2019 08:55:04 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/A1K0YMi1yiA/index.html,The people of the UK voted to leave the European Union over three years and four months ago -- and the country has been bickering about exactly how to do it ever since.,http://feeds.feedburner.com/~r/rss/edition_world/~4/A1K0YMi1yiA,
Why US supermarkets are building 'dark stores',"Thu, 31 Oct 2019 13:36:43 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/5pYFr94C0IE/index.html,America's top supermarkets are facing a new challenge: Grocery aisles in stores aren't suited to meet the growing demand for online orders.,http://feeds.feedburner.com/~r/rss/edition_world/~4/5pYFr94C0IE,
4 things to know about the new AirPods Pro ,"Thu, 31 Oct 2019 14:22:46 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/yqRKXqVHxwg/index.html,Apple's newest AirPods went on sale in stores on Wednesday.,http://feeds.feedburner.com/~r/rss/edition_world/~4/yqRKXqVHxwg,
Now's the time to refi. Rates as low as 3.04% APR (15yr)!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/BNRQlairJok/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/BNRQlairJok,
Fed just dropped mortgage rates. Act now!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/DTEw97eGVO4/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/DTEw97eGVO4,
Refi rates at 3.04% APR (15 yr). Do you qualify?,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/QMqkOqfRKp0/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/QMqkOqfRKp0,
7 cards charging 0% interest until 2021,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/wNixGNK25QQ/pay-0-interest-until-2021,,http://feeds.feedburner.com/~r/rss/edition_world/~4/wNixGNK25QQ,
70 dead after cooking canister explodes on train,"Thu, 31 Oct 2019 14:47:29 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/1mz5Mmz3uXw/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/1mz5Mmz3uXw,
India downgrades Kashmir's status,"Thu, 31 Oct 2019 10:36:55 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/gTs78zGvmko/index.html,"India has officially split the former state of Jammu and Kashmir into two union territories, a move that gives the government in New Delhi greater control over the disputed Muslim-majority region.",http://feeds.feedburner.com/~r/rss/edition_world/~4/gTs78zGvmko,
Hong Kong has fallen into a recession,"Thu, 31 Oct 2019 14:55:14 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/XMoYOrld4W8/index.html,"Months of protests in Hong Kong that forced shops to close, paralyzed public transportation and scared off tourists have left the city's economy in worse shape than feared.",http://feeds.feedburner.com/~r/rss/edition_world/~4/XMoYOrld4W8,
Brexit wrecked Britain and it hasn't even happened yet,"Thu, 31 Oct 2019 08:55:04 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/A1K0YMi1yiA/index.html,The people of the UK voted to leave the European Union over three years and four months ago -- and the country has been bickering about exactly how to do it ever since.,http://feeds.feedburner.com/~r/rss/edition_world/~4/A1K0YMi1yiA,
Why US supermarkets are building 'dark stores',"Thu, 31 Oct 2019 13:36:43 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/5pYFr94C0IE/index.html,America's top supermarkets are facing a new challenge: Grocery aisles in stores aren't suited to meet the growing demand for online orders.,http://feeds.feedburner.com/~r/rss/edition_world/~4/5pYFr94C0IE,
4 things to know about the new AirPods Pro ,"Thu, 31 Oct 2019 14:22:46 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/yqRKXqVHxwg/index.html,Apple's newest AirPods went on sale in stores on Wednesday.,http://feeds.feedburner.com/~r/rss/edition_world/~4/yqRKXqVHxwg,
Now's the time to refi. Rates as low as 3.04% APR (15yr)!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/BNRQlairJok/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/BNRQlairJok,
Fed just dropped mortgage rates. Act now!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/DTEw97eGVO4/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/DTEw97eGVO4,
Refi rates at 3.04% APR (15 yr). Do you qualify?,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/QMqkOqfRKp0/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/QMqkOqfRKp0,
7 cards charging 0% interest until 2021,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/wNixGNK25QQ/pay-0-interest-until-2021,,http://feeds.feedburner.com/~r/rss/edition_world/~4/wNixGNK25QQ,
70 dead after cooking canister explodes on train,"Thu, 31 Oct 2019 14:47:29 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/1mz5Mmz3uXw/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/1mz5Mmz3uXw,
India downgrades Kashmir's status,"Thu, 31 Oct 2019 10:36:55 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/gTs78zGvmko/index.html,"India has officially split the former state of Jammu and Kashmir into two union territories, a move that gives the government in New Delhi greater control over the disputed Muslim-majority region.",http://feeds.feedburner.com/~r/rss/edition_world/~4/gTs78zGvmko,
Hong Kong has fallen into a recession,"Thu, 31 Oct 2019 14:55:14 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/XMoYOrld4W8/index.html,"Months of protests in Hong Kong that forced shops to close, paralyzed public transportation and scared off tourists have left the city's economy in worse shape than feared.",http://feeds.feedburner.com/~r/rss/edition_world/~4/XMoYOrld4W8,
Brexit wrecked Britain and it hasn't even happened yet,"Thu, 31 Oct 2019 08:55:04 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/A1K0YMi1yiA/index.html,The people of the UK voted to leave the European Union over three years and four months ago -- and the country has been bickering about exactly how to do it ever since.,http://feeds.feedburner.com/~r/rss/edition_world/~4/A1K0YMi1yiA,
Why US supermarkets are building 'dark stores',"Thu, 31 Oct 2019 13:36:43 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/5pYFr94C0IE/index.html,America's top supermarkets are facing a new challenge: Grocery aisles in stores aren't suited to meet the growing demand for online orders.,http://feeds.feedburner.com/~r/rss/edition_world/~4/5pYFr94C0IE,
4 things to know about the new AirPods Pro ,"Thu, 31 Oct 2019 14:22:46 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/yqRKXqVHxwg/index.html,Apple's newest AirPods went on sale in stores on Wednesday.,http://feeds.feedburner.com/~r/rss/edition_world/~4/yqRKXqVHxwg,
Now's the time to refi. Rates as low as 3.04% APR (15yr)!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/BNRQlairJok/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/BNRQlairJok,
Fed just dropped mortgage rates. Act now!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/DTEw97eGVO4/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/DTEw97eGVO4,
Refi rates at 3.04% APR (15 yr). Do you qualify?,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/QMqkOqfRKp0/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/QMqkOqfRKp0,
7 cards charging 0% interest until 2021,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/wNixGNK25QQ/pay-0-interest-until-2021,,http://feeds.feedburner.com/~r/rss/edition_world/~4/wNixGNK25QQ,
70 dead after cooking canister explodes on train,"Thu, 31 Oct 2019 14:47:29 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/1mz5Mmz3uXw/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/1mz5Mmz3uXw,
India downgrades Kashmir's status,"Thu, 31 Oct 2019 10:36:55 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/gTs78zGvmko/index.html,"India has officially split the former state of Jammu and Kashmir into two union territories, a move that gives the government in New Delhi greater control over the disputed Muslim-majority region.",http://feeds.feedburner.com/~r/rss/edition_world/~4/gTs78zGvmko,
Hong Kong has fallen into a recession,"Thu, 31 Oct 2019 14:55:14 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/XMoYOrld4W8/index.html,"Months of protests in Hong Kong that forced shops to close, paralyzed public transportation and scared off tourists have left the city's economy in worse shape than feared.",http://feeds.feedburner.com/~r/rss/edition_world/~4/XMoYOrld4W8,
Brexit wrecked Britain and it hasn't even happened yet,"Thu, 31 Oct 2019 08:55:04 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/A1K0YMi1yiA/index.html,The people of the UK voted to leave the European Union over three years and four months ago -- and the country has been bickering about exactly how to do it ever since.,http://feeds.feedburner.com/~r/rss/edition_world/~4/A1K0YMi1yiA,
Why US supermarkets are building 'dark stores',"Thu, 31 Oct 2019 13:36:43 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/5pYFr94C0IE/index.html,America's top supermarkets are facing a new challenge: Grocery aisles in stores aren't suited to meet the growing demand for online orders.,http://feeds.feedburner.com/~r/rss/edition_world/~4/5pYFr94C0IE,
4 things to know about the new AirPods Pro ,"Thu, 31 Oct 2019 14:22:46 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/yqRKXqVHxwg/index.html,Apple's newest AirPods went on sale in stores on Wednesday.,http://feeds.feedburner.com/~r/rss/edition_world/~4/yqRKXqVHxwg,
Now's the time to refi. Rates as low as 3.04% APR (15yr)!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/BNRQlairJok/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/BNRQlairJok,
Fed just dropped mortgage rates. Act now!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/DTEw97eGVO4/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/DTEw97eGVO4,
Refi rates at 3.04% APR (15 yr). Do you qualify?,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/QMqkOqfRKp0/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/QMqkOqfRKp0,
7 cards charging 0% interest until 2021,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/wNixGNK25QQ/pay-0-interest-until-2021,,http://feeds.feedburner.com/~r/rss/edition_world/~4/wNixGNK25QQ,
70 dead after cooking canister explodes on train,"Thu, 31 Oct 2019 14:47:29 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/1mz5Mmz3uXw/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/1mz5Mmz3uXw,
India downgrades Kashmir's status,"Thu, 31 Oct 2019 10:36:55 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/gTs78zGvmko/index.html,"India has officially split the former state of Jammu and Kashmir into two union territories, a move that gives the government in New Delhi greater control over the disputed Muslim-majority region.",http://feeds.feedburner.com/~r/rss/edition_world/~4/gTs78zGvmko,
Hong Kong has fallen into a recession,"Thu, 31 Oct 2019 14:55:14 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/XMoYOrld4W8/index.html,"Months of protests in Hong Kong that forced shops to close, paralyzed public transportation and scared off tourists have left the city's economy in worse shape than feared.",http://feeds.feedburner.com/~r/rss/edition_world/~4/XMoYOrld4W8,
Brexit wrecked Britain and it hasn't even happened yet,"Thu, 31 Oct 2019 08:55:04 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/A1K0YMi1yiA/index.html,The people of the UK voted to leave the European Union over three years and four months ago -- and the country has been bickering about exactly how to do it ever since.,http://feeds.feedburner.com/~r/rss/edition_world/~4/A1K0YMi1yiA,
Why US supermarkets are building 'dark stores',"Thu, 31 Oct 2019 13:36:43 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/5pYFr94C0IE/index.html,America's top supermarkets are facing a new challenge: Grocery aisles in stores aren't suited to meet the growing demand for online orders.,http://feeds.feedburner.com/~r/rss/edition_world/~4/5pYFr94C0IE,
4 things to know about the new AirPods Pro ,"Thu, 31 Oct 2019 14:22:46 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/yqRKXqVHxwg/index.html,Apple's newest AirPods went on sale in stores on Wednesday.,http://feeds.feedburner.com/~r/rss/edition_world/~4/yqRKXqVHxwg,
Now's the time to refi. Rates as low as 3.04% APR (15yr)!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/BNRQlairJok/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/BNRQlairJok,
Fed just dropped mortgage rates. Act now!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/DTEw97eGVO4/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/DTEw97eGVO4,
Refi rates at 3.04% APR (15 yr). Do you qualify?,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/QMqkOqfRKp0/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/QMqkOqfRKp0,
7 cards charging 0% interest until 2021,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/wNixGNK25QQ/pay-0-interest-until-2021,,http://feeds.feedburner.com/~r/rss/edition_world/~4/wNixGNK25QQ,
70 dead after cooking canister explodes on train,"Thu, 31 Oct 2019 14:47:29 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/1mz5Mmz3uXw/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/1mz5Mmz3uXw,
India downgrades Kashmir's status,"Thu, 31 Oct 2019 10:36:55 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/gTs78zGvmko/index.html,"India has officially split the former state of Jammu and Kashmir into two union territories, a move that gives the government in New Delhi greater control over the disputed Muslim-majority region.",http://feeds.feedburner.com/~r/rss/edition_world/~4/gTs78zGvmko,
Hong Kong has fallen into a recession,"Thu, 31 Oct 2019 14:55:14 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/XMoYOrld4W8/index.html,"Months of protests in Hong Kong that forced shops to close, paralyzed public transportation and scared off tourists have left the city's economy in worse shape than feared.",http://feeds.feedburner.com/~r/rss/edition_world/~4/XMoYOrld4W8,
Brexit wrecked Britain and it hasn't even happened yet,"Thu, 31 Oct 2019 08:55:04 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/A1K0YMi1yiA/index.html,The people of the UK voted to leave the European Union over three years and four months ago -- and the country has been bickering about exactly how to do it ever since.,http://feeds.feedburner.com/~r/rss/edition_world/~4/A1K0YMi1yiA,
Why US supermarkets are building 'dark stores',"Thu, 31 Oct 2019 13:36:43 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/5pYFr94C0IE/index.html,America's top supermarkets are facing a new challenge: Grocery aisles in stores aren't suited to meet the growing demand for online orders.,http://feeds.feedburner.com/~r/rss/edition_world/~4/5pYFr94C0IE,
4 things to know about the new AirPods Pro ,"Thu, 31 Oct 2019 14:22:46 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/yqRKXqVHxwg/index.html,Apple's newest AirPods went on sale in stores on Wednesday.,http://feeds.feedburner.com/~r/rss/edition_world/~4/yqRKXqVHxwg,
Now's the time to refi. Rates as low as 3.04% APR (15yr)!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/BNRQlairJok/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/BNRQlairJok,
Fed just dropped mortgage rates. Act now!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/DTEw97eGVO4/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/DTEw97eGVO4,
Refi rates at 3.04% APR (15 yr). Do you qualify?,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/QMqkOqfRKp0/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/QMqkOqfRKp0,
7 cards charging 0% interest until 2021,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/wNixGNK25QQ/pay-0-interest-until-2021,,http://feeds.feedburner.com/~r/rss/edition_world/~4/wNixGNK25QQ,
70 dead after cooking canister explodes on train,"Thu, 31 Oct 2019 14:47:29 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/1mz5Mmz3uXw/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/1mz5Mmz3uXw,
India downgrades Kashmir's status,"Thu, 31 Oct 2019 10:36:55 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/gTs78zGvmko/index.html,"India has officially split the former state of Jammu and Kashmir into two union territories, a move that gives the government in New Delhi greater control over the disputed Muslim-majority region.",http://feeds.feedburner.com/~r/rss/edition_world/~4/gTs78zGvmko,
Hong Kong has fallen into a recession,"Thu, 31 Oct 2019 14:55:14 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/XMoYOrld4W8/index.html,"Months of protests in Hong Kong that forced shops to close, paralyzed public transportation and scared off tourists have left the city's economy in worse shape than feared.",http://feeds.feedburner.com/~r/rss/edition_world/~4/XMoYOrld4W8,
Brexit wrecked Britain and it hasn't even happened yet,"Thu, 31 Oct 2019 08:55:04 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/A1K0YMi1yiA/index.html,The people of the UK voted to leave the European Union over three years and four months ago -- and the country has been bickering about exactly how to do it ever since.,http://feeds.feedburner.com/~r/rss/edition_world/~4/A1K0YMi1yiA,
Why US supermarkets are building 'dark stores',"Thu, 31 Oct 2019 13:36:43 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/5pYFr94C0IE/index.html,America's top supermarkets are facing a new challenge: Grocery aisles in stores aren't suited to meet the growing demand for online orders.,http://feeds.feedburner.com/~r/rss/edition_world/~4/5pYFr94C0IE,
4 things to know about the new AirPods Pro ,"Thu, 31 Oct 2019 14:22:46 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/yqRKXqVHxwg/index.html,Apple's newest AirPods went on sale in stores on Wednesday.,http://feeds.feedburner.com/~r/rss/edition_world/~4/yqRKXqVHxwg,
Now's the time to refi. Rates as low as 3.04% APR (15yr)!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/BNRQlairJok/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/BNRQlairJok,
Fed just dropped mortgage rates. Act now!,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/DTEw97eGVO4/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/DTEw97eGVO4,
Refi rates at 3.04% APR (15 yr). Do you qualify?,2019-10-31,http://rss.cnn.com/~r/rss/edition_world/~3/QMqkOqfRKp0/,,http://feeds.feedburner.com/~r/rss/edition_world/~4/QMqkOqfRKp0,
