title,pubDate,link,description,imageLink,imageDescription
Wildlife Photographer of the Year captured this frightened marmot,"Tue, 15 Oct 2019 22:35:39 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/xhX7WMVeI2Q/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/xhX7WMVeI2Q,
50 of the world's best breads,"Tue, 15 Oct 2019 23:21:06 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/GDW1Xm3mYn8/index.html,"What is bread? You likely don't have to think for long, and whether you're hungry for a slice of sourdough or craving some tortillas, what you imagine says a lot about where you're from.",http://feeds.feedburner.com/~r/rss/edition_world/~4/GDW1Xm3mYn8,
How the black turtleneck came to represent creative genius,"Tue, 15 Oct 2019 02:35:24 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/l9EJEiwCF_k/index.html,"When the disgraced health entrepreneur Elizabeth Holmes was indicted on fraud charges for her lab-testing company Theranos last year, much of the media discussion rested not on her alleged corporate recklessness and staggering abuses of trust, but on her sartorial choices: black jackets, black slacks, and -- most importantly -- black turtlenecks.",http://feeds.feedburner.com/~r/rss/edition_world/~4/l9EJEiwCF_k,
Wildlife Photographer of the Year captured this frightened marmot,"Tue, 15 Oct 2019 22:35:39 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/xhX7WMVeI2Q/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/xhX7WMVeI2Q,
50 of the world's best breads,"Tue, 15 Oct 2019 23:21:06 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/GDW1Xm3mYn8/index.html,"What is bread? You likely don't have to think for long, and whether you're hungry for a slice of sourdough or craving some tortillas, what you imagine says a lot about where you're from.",http://feeds.feedburner.com/~r/rss/edition_world/~4/GDW1Xm3mYn8,
How the black turtleneck came to represent creative genius,"Tue, 15 Oct 2019 02:35:24 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/l9EJEiwCF_k/index.html,"When the disgraced health entrepreneur Elizabeth Holmes was indicted on fraud charges for her lab-testing company Theranos last year, much of the media discussion rested not on her alleged corporate recklessness and staggering abuses of trust, but on her sartorial choices: black jackets, black slacks, and -- most importantly -- black turtlenecks.",http://feeds.feedburner.com/~r/rss/edition_world/~4/l9EJEiwCF_k,
Wildlife Photographer of the Year captured this frightened marmot,"Tue, 15 Oct 2019 22:35:39 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/xhX7WMVeI2Q/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/xhX7WMVeI2Q,
50 of the world's best breads,"Tue, 15 Oct 2019 23:21:06 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/GDW1Xm3mYn8/index.html,"What is bread? You likely don't have to think for long, and whether you're hungry for a slice of sourdough or craving some tortillas, what you imagine says a lot about where you're from.",http://feeds.feedburner.com/~r/rss/edition_world/~4/GDW1Xm3mYn8,
How the black turtleneck came to represent creative genius,"Tue, 15 Oct 2019 02:35:24 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/l9EJEiwCF_k/index.html,"When the disgraced health entrepreneur Elizabeth Holmes was indicted on fraud charges for her lab-testing company Theranos last year, much of the media discussion rested not on her alleged corporate recklessness and staggering abuses of trust, but on her sartorial choices: black jackets, black slacks, and -- most importantly -- black turtlenecks.",http://feeds.feedburner.com/~r/rss/edition_world/~4/l9EJEiwCF_k,
Wildlife Photographer of the Year captured this frightened marmot,"Tue, 15 Oct 2019 22:35:39 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/xhX7WMVeI2Q/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/xhX7WMVeI2Q,
50 of the world's best breads,"Tue, 15 Oct 2019 23:21:06 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/GDW1Xm3mYn8/index.html,"What is bread? You likely don't have to think for long, and whether you're hungry for a slice of sourdough or craving some tortillas, what you imagine says a lot about where you're from.",http://feeds.feedburner.com/~r/rss/edition_world/~4/GDW1Xm3mYn8,
How the black turtleneck came to represent creative genius,"Tue, 15 Oct 2019 02:35:24 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/l9EJEiwCF_k/index.html,"When the disgraced health entrepreneur Elizabeth Holmes was indicted on fraud charges for her lab-testing company Theranos last year, much of the media discussion rested not on her alleged corporate recklessness and staggering abuses of trust, but on her sartorial choices: black jackets, black slacks, and -- most importantly -- black turtlenecks.",http://feeds.feedburner.com/~r/rss/edition_world/~4/l9EJEiwCF_k,
Wildlife Photographer of the Year captured this frightened marmot,"Tue, 15 Oct 2019 22:35:39 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/xhX7WMVeI2Q/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/xhX7WMVeI2Q,
50 of the world's best breads,"Tue, 15 Oct 2019 23:21:06 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/GDW1Xm3mYn8/index.html,"What is bread? You likely don't have to think for long, and whether you're hungry for a slice of sourdough or craving some tortillas, what you imagine says a lot about where you're from.",http://feeds.feedburner.com/~r/rss/edition_world/~4/GDW1Xm3mYn8,
How the black turtleneck came to represent creative genius,"Tue, 15 Oct 2019 02:35:24 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/l9EJEiwCF_k/index.html,"When the disgraced health entrepreneur Elizabeth Holmes was indicted on fraud charges for her lab-testing company Theranos last year, much of the media discussion rested not on her alleged corporate recklessness and staggering abuses of trust, but on her sartorial choices: black jackets, black slacks, and -- most importantly -- black turtlenecks.",http://feeds.feedburner.com/~r/rss/edition_world/~4/l9EJEiwCF_k,
Wildlife Photographer of the Year captured this frightened marmot,"Tue, 15 Oct 2019 22:35:39 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/xhX7WMVeI2Q/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/xhX7WMVeI2Q,
50 of the world's best breads,"Tue, 15 Oct 2019 23:21:06 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/GDW1Xm3mYn8/index.html,"What is bread? You likely don't have to think for long, and whether you're hungry for a slice of sourdough or craving some tortillas, what you imagine says a lot about where you're from.",http://feeds.feedburner.com/~r/rss/edition_world/~4/GDW1Xm3mYn8,
How the black turtleneck came to represent creative genius,"Tue, 15 Oct 2019 02:35:24 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/l9EJEiwCF_k/index.html,"When the disgraced health entrepreneur Elizabeth Holmes was indicted on fraud charges for her lab-testing company Theranos last year, much of the media discussion rested not on her alleged corporate recklessness and staggering abuses of trust, but on her sartorial choices: black jackets, black slacks, and -- most importantly -- black turtlenecks.",http://feeds.feedburner.com/~r/rss/edition_world/~4/l9EJEiwCF_k,
Wildlife Photographer of the Year captured this frightened marmot,"Tue, 15 Oct 2019 22:35:39 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/xhX7WMVeI2Q/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/xhX7WMVeI2Q,
50 of the world's best breads,"Tue, 15 Oct 2019 23:21:06 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/GDW1Xm3mYn8/index.html,"What is bread? You likely don't have to think for long, and whether you're hungry for a slice of sourdough or craving some tortillas, what you imagine says a lot about where you're from.",http://feeds.feedburner.com/~r/rss/edition_world/~4/GDW1Xm3mYn8,
How the black turtleneck came to represent creative genius,"Tue, 15 Oct 2019 02:35:24 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/l9EJEiwCF_k/index.html,"When the disgraced health entrepreneur Elizabeth Holmes was indicted on fraud charges for her lab-testing company Theranos last year, much of the media discussion rested not on her alleged corporate recklessness and staggering abuses of trust, but on her sartorial choices: black jackets, black slacks, and -- most importantly -- black turtlenecks.",http://feeds.feedburner.com/~r/rss/edition_world/~4/l9EJEiwCF_k,
Wildlife Photographer of the Year captured this frightened marmot,"Tue, 15 Oct 2019 22:35:39 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/xhX7WMVeI2Q/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/xhX7WMVeI2Q,
50 of the world's best breads,"Tue, 15 Oct 2019 23:21:06 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/GDW1Xm3mYn8/index.html,"What is bread? You likely don't have to think for long, and whether you're hungry for a slice of sourdough or craving some tortillas, what you imagine says a lot about where you're from.",http://feeds.feedburner.com/~r/rss/edition_world/~4/GDW1Xm3mYn8,
How the black turtleneck came to represent creative genius,"Tue, 15 Oct 2019 02:35:24 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/l9EJEiwCF_k/index.html,"When the disgraced health entrepreneur Elizabeth Holmes was indicted on fraud charges for her lab-testing company Theranos last year, much of the media discussion rested not on her alleged corporate recklessness and staggering abuses of trust, but on her sartorial choices: black jackets, black slacks, and -- most importantly -- black turtlenecks.",http://feeds.feedburner.com/~r/rss/edition_world/~4/l9EJEiwCF_k,
Wildlife Photographer of the Year captured this frightened marmot,"Tue, 15 Oct 2019 22:35:39 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/xhX7WMVeI2Q/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/xhX7WMVeI2Q,
50 of the world's best breads,"Tue, 15 Oct 2019 23:21:06 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/GDW1Xm3mYn8/index.html,"What is bread? You likely don't have to think for long, and whether you're hungry for a slice of sourdough or craving some tortillas, what you imagine says a lot about where you're from.",http://feeds.feedburner.com/~r/rss/edition_world/~4/GDW1Xm3mYn8,
How the black turtleneck came to represent creative genius,"Tue, 15 Oct 2019 02:35:24 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/l9EJEiwCF_k/index.html,"When the disgraced health entrepreneur Elizabeth Holmes was indicted on fraud charges for her lab-testing company Theranos last year, much of the media discussion rested not on her alleged corporate recklessness and staggering abuses of trust, but on her sartorial choices: black jackets, black slacks, and -- most importantly -- black turtlenecks.",http://feeds.feedburner.com/~r/rss/edition_world/~4/l9EJEiwCF_k,
Wildlife Photographer of the Year captured this frightened marmot,"Tue, 15 Oct 2019 22:35:39 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/xhX7WMVeI2Q/index.html,,http://feeds.feedburner.com/~r/rss/edition_world/~4/xhX7WMVeI2Q,
50 of the world's best breads,"Tue, 15 Oct 2019 23:21:06 GMT",http://rss.cnn.com/~r/rss/edition_world/~3/GDW1Xm3mYn8/index.html,"What is bread? You likely don't have to think for long, and whether you're hungry for a slice of sourdough or craving some tortillas, what you imagine says a lot about where you're from.",http://feeds.feedburner.com/~r/rss/edition_world/~4/GDW1Xm3mYn8,
